codigo,nombre,longitud,latitud,tecnologia,DEF_24_mean_dias_con_dato,MAM_24_mean_dias_con_dato,JJA_24_mean_dias_con_dato,SON_24_mean_dias_con_dato,DEF_25_mean_dias_con_dato,MAM_25_mean_dias_con_dato,JJA_25_mean_dias_con_dato,SON_25_mean_dias_con_dato,DEF_24_prec_media,DEF_24_prec_25,DEF_24_prec_50,DEF_24_prec_75,DEF_24_prec_max,DEF_24_fecha_max_precip,DEF_24_max_precip,MAM_24_prec_media,MAM_24_prec_25,MAM_24_prec_50,MAM_24_prec_75,MAM_24_prec_max,MAM_24_fecha_max_precip,MAM_24_max_precip,JJA_24_prec_media,JJA_24_prec_25,JJA_24_prec_50,JJA_24_prec_75,JJA_24_prec_max,JJA_24_fecha_max_precip,JJA_24_max_precip,SON_24_prec_media,SON_24_prec_25,SON_24_prec_50,SON_24_prec_75,SON_24_prec_max,SON_24_fecha_max_precip,SON_24_max_precip,DEF_25_prec_media,DEF_25_prec_25,DEF_25_prec_50,DEF_25_prec_75,DEF_25_prec_max,DEF_25_fecha_max_precip,DEF_25_max_precip,MAM_25_prec_media,MAM_25_prec_25,MAM_25_prec_50,MAM_25_prec_75,MAM_25_prec_max,MAM_25_fecha_max_precip,MAM_25_max_precip,JJA_25_prec_media,JJA_25_prec_25,JJA_25_prec_50,JJA_25_prec_75,JJA_25_prec_max,JJA_25_fecha_max_precip,JJA_25_max_precip,SON_25_prec_media,SON_25_prec_25,SON_25_prec_50,SON_25_prec_75,SON_25_prec_max,SON_25_fecha_max_precip,SON_25_max_precip,DEF_24_cadencia_media,MAM_24_cadencia_media,JJA_24_cadencia_media,SON_24_cadencia_media,DEF_25_cadencia_media,MAM_25_cadencia_media,JJA_25_cadencia_media,SON_25_cadencia_media,ratio_max_segundo_max,fecha_max_global,precip_max_global,cluster_geografico,p95_propia,p95_cluster_prom,ratio_p95_cluster
2120000121,COLEGIO GUSTAVO RESTREPO [2120000121],-74.106,4.576,Automática con Telemetría,0.549,0.935,0.761,0.857,0.556,0.946,0.717,0.934,1.102,0.0,0.0,0.075,20.4,2024-02-06,20.4,0.497,0.0,0.0,0.1,11.8,2024-03-20,11.8,0.08,0.0,0.0,0.075,0.8,2024-06-29,0.8,3.926,0.0,0.2,5.75,28.4,2024-10-04,28.4,1.42,0.0,0.0,0.275,39.8,2025-01-03,39.8,3.513,0.15,0.8,4.25,26.8,2025-03-29,26.8,1.312,0.0,0.3,1.925,6.4,2025-07-01,6.4,2.494,0.0,0.3,2.0,28.7,2025-10-13,28.7,3.0,5.4,12.6,1.3,1.1,1.5,2.1,1.2,1.387,2025-01-03,39.8,6,10.21,8.58,1.19
2120000131,COLEGIO ANTONIO GARCIA [2120000131],-74.139,4.545,Automática con Telemetría,0.549,0.935,0.739,0.857,0.567,0.946,0.728,0.945,0.998,0.0,0.0,0.075,16.6,2024-02-06,16.6,0.274,0.0,0.0,0.075,10.0,2024-03-20,10.0,0.047,0.0,0.0,0.0,0.6,2024-07-21,0.6,3.106,0.0,0.0,2.3,28.4,2024-10-09,28.4,1.437,0.0,0.0,0.1,51.6,2025-01-03,51.6,1.607,0.0,0.3,2.15,19.4,2025-04-27,19.4,0.987,0.0,0.1,1.7,6.2,2025-06-09,6.2,1.471,0.0,0.1,1.0,22.3,2025-11-15,22.3,3.2,5.8,14.6,1.4,1.2,1.6,2.2,1.3,1.817,2025-01-03,51.6,6,6.22,8.76,0.71
2120000129,COLEGIO OFELIA URIBE ACOSTA [2120000129],-74.103,4.506,Automática con Telemetría,0.549,0.935,0.696,0.857,0.567,0.946,0.728,0.945,0.454,0.0,0.0,0.0,5.5,2024-02-01,5.5,0.379,0.0,0.0,0.075,14.9,2024-03-20,14.9,0.052,0.0,0.0,0.0,1.1,2024-07-20,1.1,2.574,0.0,0.0,2.95,27.0,2024-11-10,27.0,0.624,0.0,0.0,0.0,8.2,2025-01-03,8.2,2.952,0.1,0.8,3.6,30.7,2025-04-25,30.7,2.454,0.2,1.0,3.25,13.3,2025-07-11,13.3,1.513,0.0,0.25,1.9,14.0,2025-09-30,14.0,4.6,6.2,34.2,1.7,1.2,1.5,2.1,1.2,1.137,2025-04-25,30.7,6,8.1,8.67,0.93
0021206780,LA INDEPENDENCI - AUT [21206780],-74.195,4.619,Automática con Telemetría,0.44,0.87,0.696,0.857,0.578,0.946,0.728,0.945,0.938,0.0,0.0,0.0,15.8,2024-02-05,15.8,0.331,0.0,0.0,0.0,9.5,2024-03-20,9.5,0.012,0.0,0.0,0.0,0.2,2024-06-29,0.2,2.471,0.0,0.0,2.475,38.2,2024-11-22,38.2,0.742,0.0,0.0,0.0,18.4,2025-01-03,18.4,1.934,0.0,0.2,2.05,29.3,2025-04-27,29.3,1.21,0.0,0.0,1.5,10.9,2025-08-24,10.9,1.727,0.0,0.1,1.275,21.3,2025-11-12,21.3,4.4,5.9,33.1,1.5,1.2,1.5,2.1,1.2,1.304,2024-11-22,38.2,3,6.62,12.83,0.52
2120000106,GRAN BRETAÑA [2120000106],-74.164,4.512,Automática con Telemetría,0.549,0.902,0.674,0.857,0.7,0.946,0.728,0.934,0.718,0.0,0.0,0.0,10.6,2024-02-04,10.6,0.294,0.0,0.0,0.1,8.4,2024-03-20,8.4,0.079,0.0,0.0,0.1,0.9,2024-07-21,0.9,4.209,0.0,0.2,3.15,65.0,2024-10-05,65.0,0.979,0.0,0.0,0.3,30.4,2025-01-03,30.4,1.643,0.0,0.4,2.05,20.2,2025-04-27,20.2,0.988,0.0,0.5,1.3,7.0,2025-08-24,7.0,1.496,0.0,0.2,1.4,15.7,2025-11-21,15.7,3.5,6.5,28.0,1.4,1.2,3.0,4.4,1.8,1.816,2024-10-05,65.0,6,6.31,8.75,0.72
2120000132,COLEGIO EL TESORO DE LA CUMBRE [2120000132],-74.149,4.535,Automática con Telemetría,0.549,0.935,0.707,0.857,0.567,0.924,0.728,0.945,1.238,0.0,0.0,0.0,20.4,2024-02-06,20.4,0.248,0.0,0.0,0.075,6.6,2024-03-20,6.6,0.086,0.0,0.0,0.0,1.2,2024-07-20,1.2,3.231,0.0,0.0,3.0,30.6,2024-11-15,30.6,0.941,0.0,0.0,0.1,23.8,2025-01-03,23.8,1.788,0.0,0.5,2.2,23.0,2025-04-27,23.0,0.91,0.0,0.0,1.45,7.5,2025-08-24,7.5,1.656,0.0,0.1,1.5,28.3,2025-10-13,28.3,3.1,5.5,12.0,1.3,1.1,1.6,2.4,1.2,1.062,2024-11-15,30.6,6,6.0,8.77,0.68
2120000136,COL. LOS PINOS SEDE A [2120000136],-74.068,4.588,Automática con Telemetría,0.0,0.0,0.0,0.0,0.467,0.946,0.728,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.0,0.0,0.875,21.2,2025-02-03,21.2,2.514,0.0,0.7,3.0,23.3,2025-04-25,23.3,1.437,0.05,0.5,1.95,10.7,2025-07-19,10.7,3.13,0.0,0.3,2.25,36.1,2025-11-15,36.1,,,,,1.2,1.7,2.4,1.2,1.199,2025-11-15,36.1,7,10.44,15.42,0.68
2120000174,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED) [2120000174],-74.083,4.687,Automática con Telemetría,0.549,0.935,0.739,0.835,0.567,0.946,0.728,0.945,0.896,0.0,0.0,0.0,15.3,2024-02-05,15.3,0.449,0.0,0.0,0.2,11.0,2024-03-20,11.0,0.068,0.0,0.0,0.0,1.2,2024-07-05,1.2,6.009,0.0,0.1,10.3,37.4,2024-11-06,37.4,2.851,0.0,0.0,0.2,47.0,2025-01-03,47.0,4.31,0.0,1.3,6.75,30.8,2025-04-27,30.8,1.272,0.0,0.3,1.5,13.6,2025-06-15,13.6,3.278,0.0,0.25,2.375,40.5,2025-10-23,40.5,3.2,5.4,12.4,1.2,1.2,1.5,2.1,1.1,1.16,2025-01-03,47.0,7,15.34,15.07,1.02
2120000170,COLEGIO SIMON RODRIGUEZ SEDE C [2120000170],-74.054,4.64,Automática con Telemetría,0.549,0.935,0.75,0.824,0.567,0.946,0.728,0.945,1.534,0.0,0.0,0.0,31.3,2024-02-05,31.3,0.805,0.0,0.0,0.075,36.2,2024-03-20,36.2,0.072,0.0,0.0,0.0,1.4,2024-07-05,1.4,6.848,0.0,0.1,6.7,61.8,2024-11-12,61.8,2.375,0.0,0.0,0.45,39.2,2025-01-03,39.2,4.293,0.1,1.0,4.95,29.2,2025-04-27,29.2,1.252,0.0,0.4,1.6,6.5,2025-08-24,6.5,1.591,0.0,0.1,1.075,18.3,2025-11-20,18.3,3.6,5.6,12.8,1.2,1.2,1.7,2.5,1.3,1.14,2024-11-12,61.8,7,14.34,15.14,0.95
2120500135,UNIVERSIDAD DE LA SABANA [2120500135],-74.033,4.854,Automática con Telemetría,0.0,0.0,0.0,0.462,0.722,0.87,0.967,0.967,,,,,,,,,,,,,,,,,,,,,,6.695,0.0,2.4,8.6,48.0,2024-11-06,48.0,2.083,0.0,0.0,0.4,21.2,2024-12-26,21.2,3.55,0.0,1.3,5.05,29.4,2025-04-06,29.4,2.036,0.0,0.6,2.8,24.4,2025-06-14,24.4,1.707,0.0,0.0,0.85,29.8,2025-10-24,29.8,,,,12.4,7.4,11.4,10.3,10.4,1.257,2024-11-06,48.0,1,15.9,19.65,0.81
2120000100,COLEGIO ALEMANIA SOLIDARIA [2120000100],-74.075,4.652,Automática con Telemetría,0.549,0.935,0.717,0.857,0.689,0.946,0.717,0.945,1.662,0.0,0.0,0.0,33.4,2024-02-05,33.4,0.383,0.0,0.0,0.1,13.6,2024-03-20,13.6,0.033,0.0,0.0,0.0,0.7,2024-06-29,0.7,5.321,0.0,0.05,4.925,43.2,2024-10-19,43.2,1.831,0.0,0.0,0.4,33.6,2025-01-03,33.6,2.118,0.0,0.6,2.6,19.1,2025-04-27,19.1,0.474,0.0,0.0,0.4,3.0,2025-08-30,3.0,2.427,0.0,0.1,1.95,47.8,2025-11-21,47.8,3.5,6.2,26.6,1.4,1.2,2.9,4.4,1.8,1.106,2025-11-21,47.8,7,12.65,15.26,0.83
2120700154,MOLINOS [2120700154],-74.108,4.553,Automática con Telemetría,0.549,0.935,0.674,0.857,0.567,0.946,0.728,0.945,0.552,0.0,0.0,0.0,9.0,2024-02-28,9.0,0.399,0.0,0.0,0.075,8.1,2024-03-20,8.1,0.026,0.0,0.0,0.0,0.5,2024-07-20,0.5,3.574,0.0,0.0,2.675,36.0,2024-11-15,36.0,1.406,0.0,0.0,0.5,26.6,2025-01-03,26.6,2.518,0.0,0.6,2.4,27.9,2025-04-27,27.9,1.34,0.0,0.4,1.8,9.2,2025-07-19,9.2,2.678,0.0,0.3,2.15,34.0,2025-11-15,34.0,5.1,5.7,38.1,1.7,1.2,1.5,2.2,1.2,1.059,2024-11-15,36.0,6,9.11,8.63,1.06
2120000133,COLEGIO EL MANANTIAL [2120000133],-74.075,4.561,Automática con Telemetría,0.549,0.924,0.707,0.835,0.567,0.946,0.728,0.934,1.306,0.0,0.0,0.0,13.8,2024-02-03,13.8,0.702,0.0,0.0,0.1,19.3,2024-03-20,19.3,0.158,0.0,0.0,0.1,1.9,2024-07-20,1.9,7.771,0.0,0.4,8.35,63.0,2024-11-20,63.0,1.902,0.0,0.0,0.55,27.6,2025-01-08,27.6,3.791,0.2,1.1,4.6,42.2,2025-04-25,42.2,2.312,0.3,1.4,2.75,13.1,2025-07-19,13.1,1.508,0.0,0.2,1.7,19.2,2025-10-13,19.2,3.3,5.7,15.0,1.2,1.2,1.6,2.5,1.2,1.26,2024-11-20,63.0,6,11.9,8.5,1.4
2120000107,LA FISCALA - AUT [2120000107],-74.107,4.536,Automática con Telemetría,0.549,0.924,0.652,0.857,0.656,0.946,0.728,0.934,0.674,0.0,0.0,0.0,9.2,2024-02-06,9.2,0.42,0.0,0.0,0.1,15.4,2024-03-20,15.4,0.053,0.0,0.0,0.0,1.0,2024-07-05,1.0,3.571,0.0,0.0,2.15,32.4,2024-11-20,32.4,1.236,0.0,0.0,0.6,21.0,2024-12-26,21.0,2.545,0.0,0.5,3.15,28.2,2025-04-25,28.2,1.96,0.1,0.9,2.75,10.1,2025-06-27,10.1,2.005,0.0,0.4,1.6,32.2,2025-11-15,32.2,4.6,7.0,33.6,1.7,1.2,1.9,2.2,1.2,1.006,2024-11-20,32.4,6,8.4,8.66,0.97
0021206890,CERRO CAZADORES [21206890],-74.029,4.666,Automática con Telemetría,0.549,0.88,0.717,0.813,0.578,0.946,0.728,0.956,0.87,0.0,0.0,0.0,14.6,2024-02-05,14.6,0.383,0.0,0.0,0.1,14.2,2024-03-20,14.2,0.132,0.0,0.0,0.175,1.1,2024-07-21,1.1,8.151,0.0,0.3,7.725,104.4,2024-11-20,104.4,1.596,0.0,0.0,0.2,26.6,2024-12-12,26.6,3.632,0.1,1.2,3.35,36.3,2025-04-25,36.3,1.893,0.4,1.0,3.35,8.5,2025-06-06,8.5,1.961,0.0,0.2,1.65,36.6,2025-11-30,36.6,3.1,6.4,13.1,1.1,1.2,1.7,2.1,1.2,1.483,2024-11-20,104.4,5,12.66,12.84,0.99
2120000135,COLEGIO MANUEL ELKIN PATARROYO [2120000135],-74.064,4.618,Automática con Telemetría,0.549,0.935,0.75,0.835,0.567,0.946,0.707,0.956,1.67,0.0,0.0,0.0,36.2,2024-02-05,36.2,0.835,0.0,0.0,0.1,32.0,2024-03-20,32.0,0.086,0.0,0.0,0.1,0.8,2024-07-05,0.8,6.384,0.0,0.4,7.35,69.8,2024-11-12,69.8,2.824,0.0,0.0,0.4,66.0,2025-01-03,66.0,3.998,0.1,1.0,5.9,35.4,2025-04-25,35.4,1.478,0.0,0.4,2.2,9.8,2025-07-19,9.8,2.271,0.0,0.2,1.7,34.1,2025-11-18,34.1,3.3,5.6,12.7,1.2,1.2,1.5,2.3,1.1,1.058,2024-11-12,69.8,7,12.75,15.26,0.84
2120000119,COLEGIO ALEMANIA UNIFICADA [2120000119],-74.097,4.556,Automática con Telemetría,0.549,0.924,0.696,0.857,0.567,0.935,0.728,0.934,0.922,0.0,0.0,0.0,17.4,2024-02-06,17.4,0.588,0.0,0.0,0.1,18.5,2024-03-20,18.5,0.031,0.0,0.0,0.0,0.4,2024-07-21,0.4,5.004,0.0,0.2,4.95,48.0,2024-11-20,48.0,1.702,0.0,0.0,0.4,38.0,2025-01-03,38.0,3.278,0.1,0.75,3.6,35.5,2025-04-25,35.5,1.584,0.1,0.7,2.1,9.3,2025-07-19,9.3,2.318,0.0,0.3,1.7,32.3,2025-11-15,32.3,3.4,6.1,29.5,1.4,1.1,1.6,2.3,1.2,1.263,2024-11-20,48.0,6,12.36,8.48,1.46
2120000171,COLEGIO AGUSTIN FERNANDEZ [2120000171],-74.024,4.729,Automática con Telemetría,0.495,0.935,0.761,0.824,0.567,0.946,0.728,0.934,0.793,0.0,0.0,0.0,19.6,2024-02-06,19.6,0.412,0.0,0.0,0.1,3.8,2024-04-22,3.8,0.106,0.0,0.0,0.0,2.4,2024-07-15,2.4,6.988,0.0,0.0,6.6,79.0,2024-11-02,79.0,1.167,0.0,0.0,0.3,26.8,2024-12-15,26.8,4.992,0.1,0.7,6.1,40.6,2025-03-05,40.6,1.036,0.0,0.2,1.1,7.0,2025-06-09,7.0,2.826,0.0,0.2,2.4,25.6,2025-11-15,25.6,3.9,5.8,11.9,1.2,1.1,1.5,2.1,1.2,1.172,2024-11-02,79.0,5,14.9,12.67,1.18
2120000137,COLEGIO FRIEDRICH NAUMANN [2120000137],-74.023,4.749,Automática con Telemetría,0.549,0.935,0.739,0.824,0.556,0.946,0.728,0.901,0.526,0.0,0.0,0.0,12.1,2024-02-06,12.1,0.54,0.0,0.0,0.1,9.7,2024-04-18,9.7,0.063,0.0,0.0,0.0,1.4,2024-07-15,1.4,7.703,0.0,0.0,7.7,141.6,2024-11-06,141.6,1.27,0.0,0.0,0.2,14.4,2025-01-08,14.4,4.566,0.0,1.2,6.05,36.1,2025-03-11,36.1,1.169,0.0,0.2,1.75,7.6,2025-06-09,7.6,2.771,0.0,0.25,2.0,27.6,2025-10-13,27.6,3.1,5.6,12.8,1.1,1.2,1.5,2.1,1.2,1.706,2024-11-06,141.6,5,13.6,12.77,1.07
2120000108,IDIGER - AUT [2120000108],-74.114,4.675,Automática con Telemetría,0.549,0.902,0.674,0.824,0.589,0.946,0.728,0.956,0.518,0.0,0.0,0.0,14.5,2024-02-05,14.5,0.464,0.0,0.0,0.0,23.1,2024-03-20,23.1,0.037,0.0,0.0,0.0,0.5,2024-06-29,0.5,5.453,0.0,0.1,6.7,48.2,2024-11-23,48.2,1.664,0.0,0.0,1.2,34.6,2025-01-03,34.6,3.76,0.1,1.1,6.45,23.3,2025-04-10,23.3,1.127,0.0,0.3,1.15,11.6,2025-06-24,11.6,3.623,0.0,0.3,2.45,51.5,2025-11-20,51.5,3.8,7.0,21.1,1.2,1.2,1.6,2.2,1.2,1.068,2025-11-20,51.5,7,12.28,15.29,0.8
2120000117,COLEGIO MORALBA SURORIENTAL (IED) [2120000117],-74.08,4.543,Automática con Telemetría,0.407,0.685,0.435,0.857,0.678,0.924,0.728,0.934,1.419,0.0,0.0,0.7,10.7,2024-02-28,10.7,0.754,0.0,0.0,0.0,21.5,2024-03-04,21.5,0.04,0.0,0.0,0.0,0.4,2024-07-25,0.4,4.073,0.0,0.15,3.425,34.2,2024-11-12,34.2,1.32,0.0,0.0,0.9,16.8,2024-12-26,16.8,2.781,0.1,0.8,2.8,49.9,2025-04-25,49.9,2.227,0.3,1.1,3.6,15.9,2025-08-27,15.9,2.24,0.0,0.6,2.3,22.2,2025-11-15,22.2,5.5,8.9,258.4,1.9,1.2,2.3,3.3,1.2,1.459,2025-04-25,49.9,6,9.49,8.61,1.1
0021205012,UNIVERSIDAD NACIONAL [21205012],-74.089,4.637,Automática con Telemetría,0.0,0.0,0.0,0.462,0.722,0.848,0.989,0.967,,,,,,,,,,,,,,,,,,,,,,8.619,0.0,0.5,12.45,52.8,2024-11-12,52.8,1.689,0.0,0.0,0.8,31.2,2025-01-03,31.2,4.492,0.125,1.85,7.1,28.1,2025-05-20,28.1,1.534,0.0,0.3,1.35,13.6,2025-07-11,13.6,2.51,0.0,0.25,2.475,21.5,2025-10-23,21.5,,,,12.5,7.4,11.8,10.0,10.5,1.427,2024-11-12,52.8,7,15.86,15.03,1.06
0035025060,LA BOLSA [35025060],-73.996,4.587,"Automática con Telemetría, Convencional",0.0,0.0,0.0,0.352,0.711,0.87,0.989,0.967,,,,,,,,,,,,,,,,,,,,,,12.275,0.4,6.3,17.95,63.2,2024-11-13,63.2,1.122,0.0,0.3,1.2,7.8,2024-12-04,7.8,3.479,0.2,1.45,4.225,22.8,2025-04-23,22.8,3.101,0.7,1.8,3.5,19.7,2025-06-06,19.7,1.889,0.0,0.4,1.925,17.1,2025-11-15,17.1,,,,5.9,8.8,13.3,11.6,14.6,1.053,2024-11-13,63.2,7,14.57,15.13,0.96
0021205710,JARDIN BOTANICO [21205710],-74.101,4.668,"Automática con Telemetría, Convencional",0.0,0.0,0.0,0.462,0.722,0.87,0.967,0.967,,,,,,,,,,,,,,,,,,,,,,9.321,0.0,1.4,19.3,51.2,2024-11-05,51.2,1.922,0.0,0.0,0.4,29.6,2025-01-03,29.6,5.088,0.0,2.15,7.725,26.5,2025-03-12,26.5,1.461,0.0,0.0,1.3,14.4,2025-06-24,14.4,3.503,0.0,0.1,2.425,58.6,2025-11-21,58.6,,,,12.4,7.3,11.4,10.3,10.4,1.145,2025-11-21,58.6,7,19.92,14.74,1.35
0021202190,JUAN REY - AUT [21202190],-74.089,4.519,Automática con Telemetría,0.549,0.924,0.652,0.846,0.567,0.946,0.728,0.945,0.402,0.0,0.0,0.1,4.0,2024-02-01,4.0,0.429,0.0,0.0,0.3,12.4,2024-03-20,12.4,0.107,0.0,0.0,0.1,1.4,2024-07-21,1.4,2.874,0.0,0.2,3.3,28.0,2024-11-10,28.0,1.029,0.0,0.0,0.4,13.0,2025-01-07,13.0,3.703,0.2,1.4,4.35,35.0,2025-04-25,35.0,4.29,0.6,2.4,6.15,19.6,2025-07-11,19.6,1.959,0.0,0.9,2.175,15.5,2025-11-15,15.5,4.5,5.9,38.9,1.9,1.2,1.5,2.2,1.2,1.171,2025-04-25,35.0,6,10.74,8.55,1.26
0021202220,PARAISO - AUT [21202220],-74.059,4.628,Automática con Telemetría,0.549,0.935,0.717,0.857,0.6,0.946,0.717,0.945,1.232,0.0,0.0,0.0,27.6,2024-02-05,27.6,0.671,0.0,0.0,0.1,33.4,2024-03-20,33.4,0.036,0.0,0.0,0.0,0.4,2024-07-05,0.4,5.721,0.0,0.15,6.325,52.0,2024-11-12,52.0,2.259,0.0,0.0,1.0,44.6,2025-01-03,44.6,4.252,0.1,1.4,5.55,33.5,2025-03-29,33.5,1.385,0.1,0.4,1.5,7.4,2025-08-24,7.4,1.723,0.0,0.2,1.675,18.7,2025-11-15,18.7,3.4,5.9,30.1,1.4,1.2,1.7,2.6,1.2,1.166,2024-11-12,52.0,7,12.8,15.25,0.84
0021202180,QUIBA  - AUT  [21202180],-74.156,4.543,Automática con Telemetría,0.275,0.565,0.065,0.681,0.678,0.946,0.728,0.934,2.272,0.0,0.0,1.9,24.3,2024-02-06,24.3,0.281,0.0,0.0,0.0,8.3,2024-03-20,8.3,0.0,0.0,0.0,0.0,0.0,2024-07-16,0.0,2.792,0.0,0.2,3.3,27.0,2024-10-09,27.0,1.093,0.0,0.0,0.4,13.8,2025-01-03,13.8,1.51,0.0,0.6,1.85,24.2,2025-04-27,24.2,0.9,0.0,0.1,1.1,7.0,2025-08-24,7.0,1.434,0.0,0.2,1.5,16.0,2025-10-13,16.0,3.3,12.9,1115.6,1.6,1.2,2.2,2.9,1.2,1.111,2024-10-09,27.0,6,7.0,8.72,0.8
0021201980,GUADALUPE - AUT [21201980],-74.055,4.592,Automática con Telemetría,0.484,0.533,0.0,0.593,0.689,0.935,0.728,0.934,0.882,0.0,0.0,0.125,13.2,2024-02-02,13.2,0.424,0.0,0.0,0.0,9.8,2024-03-04,9.8,,,,,,,,8.244,0.0,0.3,6.3,172.4,2024-11-05,172.4,1.345,0.0,0.0,0.55,35.0,2024-12-30,35.0,2.269,0.1,0.6,2.625,19.7,2025-04-25,19.7,1.619,0.3,0.8,2.3,9.5,2025-08-27,9.5,2.449,0.0,0.3,2.1,25.8,2025-11-15,25.8,6.2,14.8,,1.5,1.2,2.4,2.9,1.3,4.898,2024-11-05,172.4,7,11.42,15.35,0.74
0021205420,TIBAITATA [21205420],-74.206,4.689,"Automática con Telemetría, Convencional",0.0,0.0,0.0,0.275,0.722,0.804,0.967,0.978,,,,,,,,,,,,,,,,,,,,,,7.632,0.0,1.2,8.4,70.8,2024-11-19,70.8,0.962,0.0,0.1,0.2,20.4,2025-01-03,20.4,3.954,0.0,0.5,7.0,22.2,2025-03-03,22.2,2.416,0.0,0.4,2.5,22.1,2025-06-24,22.1,2.29,0.0,0.2,1.9,26.6,2025-10-24,26.6,,,,7.3,7.4,12.4,10.3,10.3,2.476,2024-11-19,70.8,3,14.22,11.99,1.19
0021206280,ACAPULCO [21206280],-74.32,4.648,"Automática con Telemetría, Convencional",0.0,0.0,0.0,0.462,0.667,0.848,0.967,0.978,,,,,,,,,,,,,,,,,,,,,,4.152,0.0,0.3,7.25,22.6,2024-11-19,22.6,1.102,0.0,0.0,0.0,20.4,2025-01-03,20.4,2.126,0.0,0.4,3.05,35.1,2025-04-07,35.1,1.054,0.0,0.0,0.5,23.7,2025-08-09,23.7,1.363,0.0,0.0,0.6,24.7,2025-11-21,24.7,,,,12.4,8.2,11.9,10.3,10.3,1.421,2025-04-07,35.1,4,10.56,,
0021206560,INEM KENNEDY [21206560],-74.156,4.625,"Automática con Telemetría, Convencional",0.0,0.0,0.228,0.374,0.711,0.87,0.989,0.967,,,,,,,,,,,,,,,0.952,0.0,0.0,0.0,7.5,2024-07-08,7.5,10.418,0.0,4.1,14.4,69.2,2024-11-02,69.2,1.175,0.0,0.0,0.0,38.4,2025-01-03,38.4,4.835,0.2,2.0,5.4,34.1,2025-05-20,34.1,2.076,0.0,0.0,1.65,26.3,2025-08-08,26.3,1.865,0.0,0.0,1.525,26.2,2025-10-13,26.2,,,30.2,5.4,7.8,11.7,10.0,10.6,1.802,2024-11-02,69.2,3,16.1,11.78,1.37
0021202240,UAN SEDE CIRCUNVALAR  - AUT  [21202240],-74.057,4.635,Automática con Telemetría,0.473,0.924,0.728,0.857,0.689,0.946,0.728,0.956,1.53,0.0,0.0,0.05,25.5,2024-02-05,25.5,0.622,0.0,0.0,0.1,25.6,2024-03-20,25.6,0.03,0.0,0.0,0.0,0.5,2024-07-21,0.5,4.005,0.0,0.1,1.35,55.6,2024-11-12,55.6,2.165,0.0,0.0,0.6,39.6,2025-01-03,39.6,2.382,0.0,0.7,2.25,21.5,2025-05-19,21.5,1.215,0.0,0.3,1.55,7.5,2025-08-24,7.5,1.778,0.0,0.1,1.3,21.3,2025-11-15,21.3,4.0,7.0,34.8,1.4,1.2,2.4,2.5,1.2,1.404,2024-11-12,55.6,7,10.0,15.45,0.65
0021205791,EL DORADO CATAM [21205791],-74.151,4.706,Automática con Telemetría,0.0,0.0,0.0,0.352,0.767,0.946,0.989,0.978,,,,,,,,,,,,,,,,,,,,,,11.016,0.0,5.678,9.808,61.606,2024-11-23,61.606,3.543,0.0,0.0,4.4,61.228,2024-12-30,61.228,14.295,1.102,5.274,15.632,274.316,2025-03-29,274.316,5.43,0.0,1.04,5.701,44.113,2025-06-24,44.113,5.606,0.0,0.2,4.424,97.228,2025-10-09,97.228,,,,5.2,1.5,1.7,1.7,1.7,2.631,2025-03-29,274.316,3,32.42,9.96,3.25
0021208480,KENNEDY - AUT [21208480],-74.178,4.611,Automática con Telemetría,0.549,0.924,0.707,0.824,0.578,0.935,0.728,0.934,0.764,0.0,0.0,0.0,26.3,2024-02-04,26.3,0.309,0.0,0.0,0.0,12.8,2024-03-20,12.8,0.08,0.0,0.0,0.0,0.8,2024-07-08,0.8,3.964,0.0,0.2,7.25,31.4,2024-11-22,31.4,1.19,0.0,0.0,0.0,27.8,2025-01-03,27.8,2.655,0.0,0.9,3.625,22.1,2025-04-06,22.1,1.082,0.0,0.1,1.5,9.7,2025-08-24,9.7,1.761,0.0,0.1,1.5,21.9,2025-11-12,21.9,3.1,5.3,12.4,1.2,1.2,1.6,2.1,1.2,1.129,2024-11-22,31.4,3,9.59,12.5,0.77
0021206810,SAN BENITO  - AUT  [21206810],-74.138,4.564,Automática con Telemetría,0.549,0.935,0.707,0.857,0.556,0.946,0.717,0.945,0.314,0.0,0.0,0.0,5.8,2024-02-06,5.8,0.267,0.0,0.0,0.0,12.2,2024-03-20,12.2,0.018,0.0,0.0,0.0,0.3,2024-07-21,0.3,2.449,0.0,0.0,2.55,42.2,2024-11-15,42.2,0.162,0.0,0.0,0.0,3.6,2025-02-28,3.6,2.268,0.0,0.6,2.85,28.7,2025-04-27,28.7,1.171,0.0,0.25,1.8,6.3,2025-06-09,6.3,1.737,0.0,0.1,1.575,29.5,2025-10-13,29.5,5.3,5.6,33.2,1.7,1.2,1.5,2.2,1.2,1.431,2024-11-15,42.2,6,6.05,8.77,0.69
