codigo,nombre,categoria,tecnologia,estado,municipio,latitud,longitud,area_hidrografica,zona_hidrografica,subzona_hidrografica,fecha_instalacion,fecha_suspension
3502500352,POZO 3 - RINCON DEL OSO [3502500352],Pluviométrica,Automática con Telemetría,Activa,La Calera,4.717222222,-73.8575,Orinoco,Meta,Río Guayuriba,04/04/2021,
2120000128,COLEGIO GABRIEL GARCIA MARQUEZ [2120000128],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.50499,-74.09235,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
2120000099,COLEGIO VEINTIUN ANGELES [2120000099],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.749234,-74.08073,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/02/2015,
2120000109,COLEGIO RODOLFO LLINAS [2120000109],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.720124,-74.108288,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/02/2015,
2120000140,FUNDACIÓN ANA RESTREPO DEL CORRAL [2120000140],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.7055,-74.02263,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
2120500204,IDEAM PUENTE ARANDA [2120500204],Climatológica Principal,Automática con Telemetría,Activa,"Bogotá, D.C",4.621608,-74.103408,Magdalena Cauca,Alto Magdalena,Río Bogotá,16/06/2023,
2120500201,VITELMA [2120500201],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.57515,-74.07175,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2000,
2120000104,COLEGIO MIGUEL ANTONIO CARO [2120000104],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.81326,-74.03146,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2011,
2120500216,QUEBRADA ROSALES CUENCA ALTA [2120500216],Pluviométrica,Convencional,Activa,Guasca,4.763111111,-73.863222222,Magdalena Cauca,Alto Magdalena,Río Bogotá,17/02/2015,
2120000118,COLEGIO ALBERTO LLERAS CAMARGO [2120000118],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.743304,-74.102293,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/12/2016,
2120000172,COLEGIO UNION COLOMBIA SEDE A (IED) [2120000172],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.75947,-74.02752,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2019,
2120500215,QUEBRADA EL ASILO CUENCA ALTA [2120500215],Pluviométrica,Convencional,Activa,Guasca,4.775277778,-73.901083333,Magdalena Cauca,Alto Magdalena,Río Bogotá,16/02/2015,
2120000103,CERRO NORTE - AUT  [2120000103],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.73254,-74.01871,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2011,
0021205290,EDIFICIO SAMPER  [21205290],Climatológica Ordinaria,Convencional,Suspendida,"Bogotá, D.C",4.616666667,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1944,15/01/1950
2120000139,ESC. PEDAGOGICA EXPRIMENTAL [2120000139],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.67553,-74.01927,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
2120500349,BOSATAMA [2120500349],Climatológica Principal,Automática con Telemetría,Activa,Soacha,4.626555556,-74.226333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,13/05/2024,
2120700038,SAN FRANCISCO - AUT  [2120700038],HidroMeteorologica,Automática con Telemetría,Activa,"Bogotá, D.C",4.56235,-74.148869,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2012,
2120000134,COLEGIO LOS ALPES SEDE A [2120000134],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.55257,-74.08373,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2018,
2120500345,SANTA CLARA [2120500345],Climatológica Principal,Automática con Telemetría,Activa,Chía,4.848,-74.084222222,Magdalena Cauca,Alto Magdalena,Río Bogotá,22/04/2022,
2120000126,COLEGIO CIUDAD DE VILLAVICENCIO [2120000126],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.48706,-74.10213,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
2120500398,LAGUNAS DE SIECHA AUT - [2120500398],Meteorológica Especial,Automática sin Telemetría,Activa,Guasca,4.761611111,-73.851861111,Magdalena Cauca,Alto Magdalena,Río Bogotá,20/10/2015,
2120000130,COLEGIO PAULO FREIRE [2120000130],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.5328,-74.11684,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
0021206450,TERMOZIPA [21206450],Climatológica Principal,Convencional,Suspendida,Tocancipá,4.983333333,-73.93333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/05/1992,15/01/1996
2120000138,COLEGIO NUEVA ZELANDIA [2120000138],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.76587,-74.04681,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
3502500351,POZO 4 [3502500351],Pluviométrica,Automática sin Telemetría,Activa,Guasca,4.718333333,-73.870277778,Orinoco,Meta,Río Guayuriba,03/04/2022,
2120000124,COLEGIO RAFAEL URIBE [2120000124],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.583176,-74.132461,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/12/2016,
2306500204,ALTO DEL VINO [2306500204],Climatológica Principal,Automática con Telemetría,Activa,San Francisco,4.876695,-74.287811,Magdalena Cauca,Medio Magdalena,Río Negro,20/12/2023,
2120000125,COLEGIO SORRENTO (SEDE B SAN RAFAEL) (IED)  [2120000125],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.619586,-74.11322,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2016,
2120000121,COLEGIO GUSTAVO RESTREPO [2120000121],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.575873,-74.106178,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2016,
2120000131,COLEGIO ANTONIO GARCIA [2120000131],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.545,-74.13944,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
2120000129,COLEGIO OFELIA URIBE ACOSTA [2120000129],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.50643,-74.10251,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
0021205540,INST GEOFI ANDES  [21205540],Climatológica Ordinaria,Convencional,Activa,"Bogotá, D.C",4.633333333,-74.06666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1942,
0021206780,LA INDEPENDENCI - AUT [21206780],HidroMeteorologica,Automática con Telemetría,Activa,"Bogotá, D.C",4.619272,-74.194594,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/03/2003,
2120000106,GRAN BRETAÑA [2120000106],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.5117,-74.163522222,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2012,
2120000132,COLEGIO EL TESORO DE LA CUMBRE [2120000132],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.53531,-74.14909,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
2120000136,COL. LOS PINOS SEDE A [2120000136],Pluviométrica,Automática con Telemetría,Suspendida,"Bogotá, D.C",4.58781,-74.06813,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
2120000174,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED) [2120000174],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.68664,-74.08296,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/12/2019,
2120500202,COLEGIO SIERRA MORENA SEDE A (IED) [2120500202],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.57455,-74.17014,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2000,
2306500358,LA VERÓNICA [2306500358],Pluviométrica,Convencional,Activa,San Francisco,4.984661111,-74.300075,Magdalena Cauca,Medio Magdalena,Río Negro,05/03/2026,
2120000170,COLEGIO SIMON RODRIGUEZ SEDE C [2120000170],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.6405,-74.05435,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2019,
0021200230,SAN DIEGO  [21200230],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.616666667,-74.06666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/12/1945,
2120500135,UNIVERSIDAD DE LA SABANA [2120500135],Climatológica Principal,Automática con Telemetría,Activa,Chía,4.85414,-74.03269,Magdalena Cauca,Alto Magdalena,Río Bogotá,17/10/2018,
2120500356,ESCUELA COLOMBIANA DE INGENIERÍA - AUT [2120500356],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.783641944,-74.045982778,Magdalena Cauca,Alto Magdalena,Río Bogotá,11/01/2024,
2120000100,COLEGIO ALEMANIA SOLIDARIA [2120000100],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.652389,-74.075434,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2015,
2120700154,MOLINOS [2120700154],HidroMeteorologica,Automática con Telemetría,Activa,"Bogotá, D.C",4.55322,-74.10789,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2009,
2120000133,COLEGIO EL MANANTIAL [2120000133],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.56144,-74.07482,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2018,
2120000107,LA FISCALA - AUT [2120000107],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.53602,-74.10654,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/12/2011,
2120500203,GRAVILLERAS RIO TUNJUELITO [2120500203],HidroMeteorologica,Automática con Telemetría,Activa,"Bogotá, D.C",4.53335,-74.12513,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2007,
0021206890,CERRO CAZADORES [21206890],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.66577,-74.02861,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/2007,
2120500342,MONTAÑA DEL OSO [2120500342],Pluviométrica,Automática con Telemetría,Activa,Chía,4.829444444,-74.013888889,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/01/2022,
2120000135,COLEGIO MANUEL ELKIN PATARROYO [2120000135],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.61823,-74.06439,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
0021206840,DONA JUANA  [21206840],Climatológica Principal,Convencional,Activa,"Bogotá, D.C",4.516666667,-74.11666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/02/2004,
0021205600,VELODROMO 1 D MAYO [21205600],Meteorológica Especial,Convencional,Suspendida,"Bogotá, D.C",4.616666667,-74.06666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/03/1986,15/06/1993
0021205760,CLINICA SAN RAFAEL [21205760],Meteorológica Especial,Convencional,Suspendida,"Bogotá, D.C",4.6,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1985,15/01/1998
0021205523,UNIVERSIDAD SANTO TOMÁS  - AUT  [21205523],Climatológica Principal,Automática con Telemetría,Activa,"Bogotá, D.C",4.788157222,-74.05005889,Magdalena Cauca,Alto Magdalena,Río Bogotá,,
2120000119,COLEGIO ALEMANIA UNIFICADA [2120000119],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.555765,-74.09667,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/01/2010,
2120000171,COLEGIO AGUSTIN FERNANDEZ [2120000171],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.72911,-74.02383,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2019,
2120500355,CERRO LA VIGA - AUT [2120500355],Climatológica Ordinaria,Automática con Telemetría,Activa,"Bogotá, D.C",4.56587,-74.03135,Magdalena Cauca,Alto Magdalena,Río Bogotá,12/01/2021,
0021206880,CANAL JABOQUE  [21206880],Climatológica Principal,Convencional,Activa,"Bogotá, D.C",4.716666667,-74.15,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/02/2004,
0021206580,COGUA  [21206580],Climatológica Principal,Convencional,Activa,Cogua,5.05,-73.98333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/03/2000,
0021206140,TIBITOC 2  [21206140],Climatológica Ordinaria,Convencional,Suspendida,Tocancipá,4.966666667,-73.93333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1957,15/12/1958
0021200590,TUNAL EL CANDELARI  [21200590],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.566666667,-74.15,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/04/1957,
0021200820,CORCEGA  [21200820],Pluviométrica,Convencional,Suspendida,Facatativá,4.783333333,-74.31666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1961,15/07/1964
2120000137,COLEGIO FRIEDRICH NAUMANN [2120000137],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.74943,-74.02285,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/10/2018,
2120000108,IDIGER - AUT [2120000108],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.674932,-74.113609,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/11/2009,
2120000117,COLEGIO MORALBA SURORIENTAL (IED) [2120000117],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.54294,-74.08031,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/04/2008,
0021205520,ELDORADO DIDACTICA [21205520],Climatológica Principal,Convencional,Suspendida,"Bogotá, D.C",4.7,-74.15,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1959,15/03/2000
0021205040,PICOTA LA  [21205040],Climatológica Ordinaria,Convencional,Suspendida,"Bogotá, D.C",4.55,-74.13333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1929,15/09/1953
0021202040,JUAN REY  [21202040],Pluviográfica,Convencional,Activa,"Bogotá, D.C",4.516666667,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/08/1990,
0021201970,CASABLANCA  [21201970],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.566666667,-74.16666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/05/1976,
0021202170,SIERRA MORENA  - AUT  [21202170],Pluviométrica,Automática con Telemetría,Activa,"Bogotá, D.C",4.566666667,-74.16666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,01/09/1999,
0021205720,GRANJA SAN JORGE [21205720],Climatológica Ordinaria,Convencional,Activa,Soacha,4.50575,-74.18927778,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/04/1960,
0021205980,GRANJA PROVIDENCIA [21205980],Climatológica Ordinaria,Convencional,Activa,Tenjo,4.792388889,-74.20091667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/02/1977,
0021205506,GUAMAL  - AUT  [21205506],Climatológica Principal,Automática con Telemetría,Activa,Subachoque,5.025055556,-74.15277778,Magdalena Cauca,Alto Magdalena,Río Bogotá,,
0021201490,EST EXPERIMENTAL  [21201490],Pluviográfica,Convencional,Suspendida,Tabio,4.916666667,-74.1,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/05/1940,15/09/1959
0021205514,LAS MARGARITAS  - AUT  [21205514],Climatológica Principal,Automática con Telemetría,Activa,El Rosal,4.469316389,-74.07945417,Magdalena Cauca,Alto Magdalena,Río Bogotá,,
0021201560,PICOTA LA  [21201560],Pluviográfica,Convencional,Activa,"Bogotá, D.C",4.566666667,-74.13333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/06/1980,
0021200100,PENAS BLANCAS  [21200100],Pluviométrica,Convencional,Suspendida,Madrid,4.783333333,-74.21666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1933,15/08/1933
0021200040,SEMINARIO CONCILIA  [21200040],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.6,-74.06666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1982,
0021206050,ESCUELA COL INGENIERIA [21206050],Climatológica Principal,Convencional,Suspendida,"Bogotá, D.C",4.783333333,-74.05,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/04/1986,10/12/2008
0021200610,JARDIN BOTANICO  [21200610],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.666666667,-74.1,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/09/1938,
0021200470,INST AGUAS  [21200470],Pluviométrica,Convencional,Suspendida,"Bogotá, D.C",4.6,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1955,15/03/1956
0021205560,TIBABUYES  [21205560],Climatológica Ordinaria,Convencional,Suspendida,"Bogotá, D.C",4.733333333,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/02/1964,15/02/1971
0021205508,EDIFICIO CAR  - AUT  [21205508],Climatológica Principal,Automática con Telemetría,Activa,"Bogotá, D.C",4.620960278,-74.06297778,Magdalena Cauca,Alto Magdalena,Río Bogotá,,
0021205630,STA ISABEL  [21205630],Meteorológica Especial,Convencional,Suspendida,Tabio,4.983333333,-74.06666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/05/1968,15/11/1981
0021205070,CASA REALES-GUASCA  [21205070],Climatológica Ordinaria,Convencional,Suspendida,Guasca,4.866666667,-73.85,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/09/1929,15/01/1949
0021202120,FONTIBON ACUEDUCTO  [21202120],Pluviométrica,Convencional,Activa,"Bogotá, D.C",4.666666667,-74.15,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/09/1955,
0021206660,COL SANTIAGO PEREZ [21206660],Climatológica Ordinaria,Convencional,Suspendida,"Bogotá, D.C",4.576222222,-74.13091667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/11/2001,03/05/2019
0035020240,CHOACHI  [35020240],Pluviográfica,Convencional,Activa,Choachí,4.533333333,-73.93333333,Orinoco,Meta,Río Guayuriba,15/08/1947,
0021206550,SENA MOSQUERA [21206550],Climatológica Principal,Convencional,Suspendida,Mosquera,4.7,-74.21666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/01/1998,31/03/2008
0021205590,APTO GUAYMARAL  [21205590],Sinóptica Secundaria,Convencional,Activa,"Bogotá, D.C",4.816666667,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/08/1965,
0021206680,COL NUEVO RETIRO [21206680],Climatológica Ordinaria,Convencional,Suspendida,"Bogotá, D.C",4.734111111,-74.03702778,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/11/2001,05/08/2009
0021205810,CAPITOLIO NACIONAL [21205810],Meteorológica Especial,Convencional,Suspendida,"Bogotá, D.C",4.6,-74.08333333,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/11/1972,15/10/1979
0023065020,LIBERTAD LA  [23065020],Climatológica Ordinaria,Convencional,Suspendida,La Vega,5,-74.33333333,Magdalena Cauca,Medio Magdalena,Río Negro,15/08/1940,15/12/1944
0023065100,SABANETA [23065100],Climatológica Ordinaria,Convencional,Suspendida,La Vega,4.90175,-74.30738889,Magdalena Cauca,Medio Magdalena,Río Negro,15/08/1986,
0021201250,SAN PEDRO [21201250],Pluviométrica,Convencional,Suspendida,Sopó,4.871638889,-73.96666667,Magdalena Cauca,Alto Magdalena,Río Bogotá,15/06/1980,15/02/2013
