timestamp,satelite,filepath,motivo
2025-02-28 23:10:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250228-231000.nc,incompleto
2025-03-03 19:10:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250303-191000.nc,incompleto
2025-03-06 11:00:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250306-110000.nc,incompleto
2025-03-08 03:30:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250308-033000.nc,parcial
2025-03-11 14:10:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250311-141000.nc,incompleto
2025-03-14 16:40:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250314-164000.nc,parcial
2025-03-14 18:10:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250314-181000.nc,parcial
2025-03-18 15:40:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250318-154000.nc,incompleto
2025-03-19 22:40:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250319-224000.nc,parcial
2025-03-31 11:00:00+00:00,G16,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250331-110000.nc,incompleto
2025-04-07 17:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250407-173000.nc,incompleto
2025-04-09 15:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250409-155000.nc,incompleto
2025-04-09 17:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250409-174000.nc,incompleto
2025-04-11 08:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250411-080000.nc,incompleto
2025-04-14 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250414-230000.nc,incompleto
2025-05-01 14:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250501-140000.nc,parcial
2025-05-02 17:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250502-170000.nc,parcial
2025-05-05 22:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250505-225000.nc,incompleto
2025-05-17 22:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250517-225000.nc,incompleto
2025-06-01 10:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250601-104000.nc,incompleto
2025-06-01 11:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250601-110000.nc,incompleto
2025-06-02 08:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250602-082000.nc,incompleto
2025-06-13 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250613-230000.nc,incompleto
2025-06-25 14:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250625-143000.nc,parcial
2025-06-27 12:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250627-120000.nc,incompleto
2025-06-29 16:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250629-160000.nc,incompleto
2025-06-29 16:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250629-165000.nc,incompleto
2025-07-03 18:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250703-185000.nc,parcial
2025-07-05 00:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250705-001000.nc,incompleto
2025-07-06 10:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250706-104000.nc,incompleto
2025-07-06 14:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250706-140000.nc,incompleto
2025-07-07 14:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250707-143000.nc,incompleto
2025-07-07 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250707-230000.nc,incompleto
2025-07-08 15:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250708-150000.nc,incompleto
2025-07-20 21:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250720-215000.nc,parcial
2025-07-21 10:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250721-103000.nc,incompleto
2025-07-21 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250721-230000.nc,incompleto
2025-07-27 18:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250727-180000.nc,parcial
2025-08-04 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250804-230000.nc,incompleto
2025-08-17 18:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250817-180000.nc,parcial
2025-08-20 18:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250820-185000.nc,incompleto
2025-09-01 23:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250901-230000.nc,incompleto
2025-09-12 06:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250912-065000.nc,incompleto
2025-09-15 23:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250915-235000.nc,incompleto
2025-09-16 00:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250916-000000.nc,incompleto
2025-09-16 00:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250916-001000.nc,incompleto
2025-09-16 00:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250916-002000.nc,incompleto
2025-09-16 00:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250916-003000.nc,incompleto
2025-09-18 15:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250918-152000.nc,incompleto
2025-09-23 12:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250923-121000.nc,parcial
2025-09-30 10:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20250930-105000.nc,incompleto
2025-10-01 12:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251001-123000.nc,incompleto
2025-10-02 16:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251002-163000.nc,parcial
2025-10-04 09:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251004-092000.nc,incompleto
2025-10-05 07:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251005-072000.nc,parcial
2025-10-13 10:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251013-104000.nc,incompleto
2025-10-23 22:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251023-224000.nc,parcial
2025-10-25 18:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251025-181000.nc,parcial
2025-10-26 11:30:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251026-113000.nc,parcial
2025-10-28 09:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251028-092000.nc,incompleto
2025-11-19 18:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251119-182000.nc,parcial
2025-11-24 10:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251124-104000.nc,parcial
2025-12-18 21:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251218-210000.nc,incompleto
2025-12-18 21:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251218-211000.nc,incompleto
2025-12-18 23:40:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251218-234000.nc,incompleto
2025-12-18 23:50:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251218-235000.nc,incompleto
2025-12-19 00:00:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251219-000000.nc,incompleto
2025-12-19 00:10:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251219-001000.nc,incompleto
2025-12-19 00:20:00+00:00,G19,C:\Users\diani\Documents\repositories\nowcasting-bogota\data\cmip_cropped\CMIPC_20251219-002000.nc,incompleto
